#,MachineName,Category,EntryType,Source,TimeGenerated,country,regionName,city,isp,reconstruction_error,anomaly_score,is_anomaly,severity
21665,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-11-11 18:01:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.8512387,0.06307399,True,LOW
21678,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-11-09 15:39:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,3.5283022,0.07808385,True,LOW
21682,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-11-07 17:42:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,3.519109,0.07788005,True,LOW
21693,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-11-13 06:48:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.3886845,0.05281961,True,LOW
21699,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-11-13 18:17:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.1575913,0.047696494,True,LOW
21705,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-11-13 17:37:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,3.5145137,0.07777817,True,LOW
21743,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-11-09 15:53:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.160233,0.04775506,True,LOW
21782,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-11-13 06:49:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.7102535,0.05994849,True,LOW
21789,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-11-13 18:17:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.2822053,0.05045907,True,LOW
21798,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-11-10 15:49:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.004433,0.04430112,True,LOW
21805,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-11-07 17:42:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.5771945,0.056998696,True,LOW
21824,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-11-13 17:37:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.7235863,0.060244065,True,LOW
21826,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-11-11 18:01:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,3.5293243,0.07810651,True,LOW
21829,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-11-10 15:49:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,3.5152817,0.07779519,True,LOW
21832,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-11-09 15:53:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.6449203,0.058500115,True,LOW
21915,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-11-13 18:18:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,3.526871,0.07805212,True,LOW
21935,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-11-06 17:36:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.7356133,0.06051069,True,LOW
21940,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-11-13 06:49:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.5074134,0.055451717,True,LOW
21980,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-11-13 18:18:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.5938392,0.057367694,True,LOW
21992,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-11-10 15:49:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.7188938,0.060140036,True,LOW
21996,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-11-09 15:53:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.1424584,0.047361013,True,LOW
22011,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-11-13 18:17:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.8883014,0.06389564,True,LOW
22029,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-11-09 15:39:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.0195744,0.04463679,True,LOW
22034,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-11-05 15:32:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,3.5145674,0.07777936,True,LOW
22036,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-11-05 15:28:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.6212158,0.057974607,True,LOW
22055,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-31 15:40:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,3.5313234,0.07815082,True,LOW
22134,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-11-02 15:32:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.8527675,0.063107885,True,LOW
22141,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-11-01 06:39:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.9117038,0.06441445,True,LOW
22155,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-11-05 15:32:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.4875631,0.055011656,True,LOW
22173,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-31 16:18:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.564809,0.056724124,True,LOW
22177,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-31 15:40:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.1306167,0.04709849,True,LOW
22185,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-11-05 15:59:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,3.5134964,0.077755615,True,LOW
22192,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-11-02 15:32:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,3.530399,0.078130335,True,LOW
22195,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-11-02 15:26:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,3.5318527,0.07816256,True,LOW
22207,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-31 15:40:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.724639,0.0602674,True,LOW
22208,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-31 15:40:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,3.52835,0.07808491,True,LOW
22231,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-31 16:18:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,3.5287664,0.07809414,True,LOW
22232,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-31 15:53:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,3.863722,0.08551979,True,LOW
22238,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-31 15:38:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.0995643,0.04641009,True,LOW
22245,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-11-05 15:21:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.7190585,0.060143687,True,LOW
22265,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-11-01 06:39:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,3.5578501,0.0787389,True,LOW
22271,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-11-06 17:36:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,3.514946,0.07778776,True,LOW
22273,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-11-05 15:59:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.6109667,0.057747394,True,LOW
22274,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-11-05 15:21:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,3.5141718,0.07777059,True,LOW
22282,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-11-02 15:26:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.5680254,0.056795426,True,LOW
22292,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-31 15:40:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.079506,0.045965414,True,LOW
22293,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-31 15:40:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,3.5296402,0.07811351,True,LOW
22295,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-31 15:38:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,3.5289342,0.07809786,True,LOW
22303,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-11-05 15:32:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.0014877,0.044235826,True,LOW
22321,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-31 15:38:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.5134416,0.055585355,True,LOW
22322,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-31 15:03:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.16426,0.04784433,True,LOW
22351,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-31 13:49:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.7314265,0.060417872,True,LOW
22365,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-11-01 13:09:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,3.530533,0.07813331,True,LOW
22373,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-31 15:40:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.3849819,0.052737527,True,LOW
22377,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-31 14:27:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,3.531301,0.07815033,True,LOW
22379,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-31 13:49:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.0176344,0.04459378,True,LOW
22380,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-31 13:49:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,3.5293765,0.07810766,True,LOW
22387,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-11-05 15:21:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.0120196,0.044469308,True,LOW
22401,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-11-01 06:39:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.4579158,0.0543544,True,LOW
22406,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-31 15:53:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.4325638,0.053792372,True,LOW
22411,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-31 15:03:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.8490105,0.063024595,True,LOW
22412,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-31 14:27:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.289972,0.050631247,True,LOW
22422,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-11-05 15:28:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.0100656,0.044425987,True,LOW
22450,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-11-05 15:28:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,3.513825,0.0777629,True,LOW
22452,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-11-06 17:36:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.0441852,0.04518239,True,LOW
22470,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-31 15:38:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.6323707,0.0582219,True,LOW
22471,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-31 15:03:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,3.5286155,0.078090794,True,LOW
22495,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-11-01 13:09:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.8493228,0.063031524,True,LOW
22503,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-31 15:53:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,3.959137,0.08763505,True,LOW
22505,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-31 15:40:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.5139277,0.05559613,True,LOW
22506,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-31 15:38:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,3.5296402,0.07811351,True,LOW
22586,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-29 15:21:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,3.521479,0.07793258,True,LOW
22595,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-29 15:21:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.4120584,0.053337786,True,LOW
22609,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-29 15:21:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.011904,0.044466745,True,LOW
22617,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-29 15:18:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.6423602,0.05844336,True,LOW
22632,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-29 15:18:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.2270122,0.04923549,True,LOW
22646,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-29 15:18:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.8738198,0.0635746,True,LOW
22653,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-29 18:29:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.1478908,0.047481444,True,LOW
22689,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-29 06:31:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.5835445,0.05713947,True,LOW
22690,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-29 06:31:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.0067089,0.044351574,True,LOW
22714,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-29 14:26:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.724621,0.060267,True,LOW
22739,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-29 06:31:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,3.5471094,0.078500785,True,LOW
22754,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-29 18:29:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.7283504,0.06034968,True,LOW
22769,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-29 18:29:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.8852978,0.06382905,True,LOW
22776,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-29 14:26:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.0067456,0.044352386,True,LOW
22805,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-29 18:29:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.7431479,0.060677726,True,LOW
22809,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-28 18:26:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.2948585,0.050739575,True,LOW
22811,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-28 18:26:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,3.5306675,0.07813629,True,LOW
22818,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-29 14:26:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,3.517068,0.07783479,True,LOW
22853,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-27 12:25:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,3.5167344,0.0778274,True,LOW
22888,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-26 11:35:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.6260133,0.058080964,True,LOW
22920,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-26 11:35:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.059815,0.045528885,True,LOW
22939,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-27 12:25:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.547215,0.05633408,True,LOW
22986,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-26 11:35:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,3.5295143,0.07811072,True,LOW
22989,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-27 10:36:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.6188552,0.057922274,True,LOW
22990,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-27 10:36:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,3.5135891,0.07775767,True,LOW
23057,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-23 09:24:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.7333574,0.06046068,True,LOW
23072,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-26 07:33:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.8583305,0.063231215,True,LOW
23115,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-23 08:25:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.7353382,0.060504593,True,LOW
23134,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-26 12:36:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.0292287,0.044850815,True,LOW
23136,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-26 12:36:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,3.1333504,0.069328144,True,LOW
23151,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-23 06:36:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.1064446,0.04656262,True,LOW
23154,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-23 17:47:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.2385707,0.04949173,True,LOW
23182,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-23 09:59:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,3.52256,0.07795655,True,LOW
23184,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-23 09:37:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.070109,0.045757093,True,LOW
23198,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-26 12:36:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.3692214,0.05238813,True,LOW
23210,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-23 17:30:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.7192307,0.0601475,True,LOW
23223,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-23 15:12:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.8357706,0.06273108,True,LOW
23224,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-23 15:12:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.0095391,0.04441432,True,LOW
23233,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-23 08:25:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,3.5260944,0.07803491,True,LOW
23237,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-23 17:53:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.7231927,0.060235336,True,LOW
23248,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-26 07:33:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,3.5381424,0.078301996,True,LOW
23262,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-23 09:59:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.6223352,0.057999425,True,LOW
23292,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-26 12:30:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,3.531286,0.07815,True,LOW
23302,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-23 09:07:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.8143356,0.06225589,True,LOW
23338,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-23 06:36:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,3.975976,0.08800835,True,LOW
23341,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-23 17:53:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,3.5149112,0.07778698,True,LOW
23345,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-23 17:47:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.8754323,0.063610345,True,LOW
23396,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-23 09:37:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.4748125,0.054728985,True,LOW
23399,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-23 09:24:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,3.524246,0.07799393,True,LOW
23410,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-23 17:30:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,3.51548,0.077799596,True,LOW
23415,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-26 12:36:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.675242,0.059172314,True,LOW
23428,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-23 09:07:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,3.5228522,0.077963024,True,LOW
23429,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-23 08:49:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.528738,0.055924464,True,LOW
23433,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-23 06:36:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,3.8554251,0.08533585,True,LOW
23452,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-26 12:36:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.6940718,0.059589755,True,LOW
23458,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-23 15:12:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,3.5172946,0.07783982,True,LOW
23463,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-23 09:24:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,1.9992608,0.044186458,True,LOW
23466,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-23 08:25:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.108114,0.04659963,True,LOW
23486,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-23 09:37:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,3.523497,0.07797732,True,LOW
23489,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-23 08:49:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,3.5272417,0.07806034,True,LOW
23505,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-26 12:30:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.4858954,0.054974683,True,LOW
23509,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-23 09:59:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.0450568,0.04520171,True,LOW
23513,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-23 17:47:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.6431422,0.058460694,True,LOW
23545,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-23 16:44:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.6771805,0.059215292,True,LOW
23559,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-23 16:44:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,3.5202713,0.07790581,True,LOW
23566,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-23 16:44:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.005286,0.04432003,True,LOW
23589,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-23 14:58:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.063913,0.045619737,True,LOW
23609,LAPTOP-1MKMTVPM,Logging/Recovery,Information,ESENT,2020-10-20 15:16:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,3.515062,0.07779033,True,LOW
23661,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-20 07:09:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.621512,0.05798117,True,LOW
23676,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-20 12:20:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,3.837152,0.084930755,True,LOW
23686,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-19 13:37:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.0859551,0.046108387,True,LOW
23687,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-19 06:38:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.9066095,0.06430151,True,LOW
23747,LAPTOP-1MKMTVPM,General,Information,ESENT,2020-10-18 13:25:00,India,Gujarat,Ahmedabad,Vaji Communications Pvt. Ltd.,2.6622472,0.058884233,True,LOW
